"","FLF-a","FLF-b","FLF-c","iL3a-a","iL3a-b","iL3a-c","iL3-a","iL3-b","iL3-c","pfL1-a","pfL1-b","pfL1-c","ppL1-a","ppL1-b","ppL1-c","ppL3-a","ppL3-b","ppL3-c","PF-a","PF-b","PF-c","FLM-a","FLM-b","FLM-c"
"SSTP_0000756100",-0.508007583455236,-0.91642193456317,-1.64976562164075,-0.321124704447476,-0.821104481919144,-0.412099632395654,-0.371525900505637,-0.818196292694097,-1.12153309064966,0.950109260349304,0.82962926965498,0.598825963174641,0.736430516344161,0.889247070574002,1.02584561833512,0.463050685460705,0.206075660400755,0.882547388300494,-1.6534369991923,-1.63421487641545,-0.937018350603167,4.17183824241662,5.10667387355028,4.85373961757654
"SSTP_0000756200",10.3667084748984,10.2928114894376,10.1192702369005,8.47182043090729,8.41921173968875,8.45221184101122,7.79016336192095,7.7699539580225,7.6267139216579,10.5392014185677,10.6193865223588,10.5967297230187,11.1389435354778,11.1456208243852,11.1309456288096,10.658085525021,10.8965804032967,10.7614816281185,9.24550490062801,9.40962867094615,9.38758568635817,9.81898239569087,8.76193191127465,9.44519797020687
"SSTP_0000756300",1.5975244644498,1.97521903067223,1.72635048185183,-2.48596666244319,-3.00422276993736,-3.06279856583938,2.20685340589443,-3.85626388244614,-4.28971321660073,3.80527638151135,4.17613507274937,4.22418960314996,4.77301882664344,4.24051853763143,4.44089152324991,2.17263517188722,2.2688319483859,1.96123193402413,-2.01389303420039,-1.54003499625819,-2.45946187046711,1.39323984331665,0.74509925142871,0.853984814549767
"SSTP_0000756400",10.8053974006671,10.5337693235838,10.1785512340479,9.53722108139018,9.59471466713641,9.68728243503258,5.24507630483736,4.20012448256811,4.35839735675546,7.88454029713892,9.12207894534265,8.99700044321759,9.39186519742083,8.9655764902005,9.35278295559102,10.2304571279474,10.4810160788136,10.4758967032035,9.83093845479519,9.99124336687685,10.0240206352335,9.57927280562839,8.80321819175027,9.84812480041404
"SSTP_0000756500",-4.01362423556344,-4.04103398737496,-4.54353924333558,3.73030819686904,3.8064040359996,3.81036485861746,-0.951434091214993,-1.79006479436008,-1.4794521175461,-5.17374253689567,-4.06374037713598,-4.34088618673691,-2.83009046366126,-5.24168923191539,-4.50361206236741,-3.44005063380041,-2.71809425934062,-3.17505399645149,1.11255787745857,0.468944636702443,1.2993006874318,-2.92239635898717,-3.56564684630077,-4.43482062882894
"SSTP_0000756600",0.190465172972334,0.0461343654699336,0.00476713910433882,3.10393218851713,2.97990735717493,3.04422406180558,4.27980508089065,4.43203794349336,4.77085083206753,2.02582930019768,0.779915810252873,0.868608458895058,0.339046732522115,1.4175252984724,1.86437666147304,1.67036597635461,1.96908100327095,0.41930486889695,0.853560397110711,0.987529096497169,0.893224386928812,-0.882736467790186,-0.395310566651896,-1.6277077306226
"SSTP_0000756700",2.45002420792075,2.99532507308443,2.61735812927397,2.36415401378852,2.31715857079082,2.18503614605013,6.48414427069114,7.85934431630582,8.46008234852441,2.95749425135855,1.63383217674117,2.25966084839783,1.2083165687403,2.83678514001133,2.60460726985924,3.35913517545395,3.87152635350689,3.05011115124971,-0.571787769529992,0.133874510879997,0.0860605243396301,3.00888897923773,4.71832216869483,3.11311082096155
"SSTP_0000756800",5.82325593734359,6.8825136113286,6.23957857411234,10.2868289387628,10.7047333196687,10.7141521475025,9.89125202198014,5.22193672860395,4.14662614730582,10.5091801329513,10.3802942871853,10.9413593796763,10.1374124523449,10.3981964991924,10.2675799982351,8.98189234099544,9.82891964306594,9.0249348391396,9.66603108245836,9.8018575640612,10.1530984736746,7.22379023425291,5.96173731627696,6.87456640946474
"SSTP_0000756900",8.6249060592414,8.65250945068972,8.65103370178347,1.36396013081359,1.69175466057665,1.59662169557208,1.5996389460795,0.454750704338813,0.231087196792011,2.75282521608965,2.65136291795815,2.65289244894267,2.04605069609414,2.28856466459088,2.51009938588395,3.31766226561496,2.16455290348884,2.65924104524168,9.7358131217223,9.93407905367685,10.030891349437,3.56076754156976,3.60973935729322,3.69777269770729
"SSTP_0000757000",5.91567921730119,5.37787726148911,5.43556461164702,4.38720206000572,4.35300777586334,4.37686590849738,3.9683892690895,4.21589579226884,4.62405222995279,3.49433040612424,3.77418169813191,3.97199453543014,4.02787761448613,4.08737487296253,4.17273374452859,4.93526994217618,4.766859605345,5.03810879271978,5.09364943122554,5.26676263411097,5.28795920772417,8.01596245189173,8.4419457728537,8.33569084437688
"SSTP_0000757100",8.51460218739461,8.41201139933598,8.2687357131488,8.3298379477384,8.30675165253081,8.39656138524404,8.08609082009519,6.7775415941032,6.98988191303939,8.37214333182845,8.58627908574237,8.70266086958173,8.1203960483737,7.83986439087989,8.02426917989856,7.87627123271185,8.20578596926548,8.06656127312981,7.34558791661004,7.52001871583846,7.5443960436302,7.94579497410442,7.95226279465918,8.06009774061675
"SSTP_0000757200",2.58020363376349,2.75503722648869,2.71766556425453,6.669204796756,6.59903055248274,6.55788043744732,7.50746677741936,7.69686906320683,7.53521334493917,6.4043452942045,6.08732456367251,6.12878107680767,5.44190681579539,5.46075430010892,5.3615058696541,4.20958800236312,4.48944935864476,4.13889298960369,2.27367296565569,2.48884069766107,2.36210182077631,3.82890423456043,3.57319562371952,3.44611364469185
"SSTP_0000757300",6.32844706304456,6.54191408676796,6.56422666923316,2.94414260610403,3.05282574316809,2.90365898052711,5.86832978957617,3.70716724705972,3.93735683425555,6.50310709581269,7.57016566642841,7.5495371422044,8.32669210139791,7.62922140110294,6.43867139550403,6.53332789089685,6.4958896436248,6.99925399426227,5.69772236142671,6.02263261484413,6.10939144827681,4.06286281752441,3.25756018433181,3.48336970706509
"SSTP_0000757400",-0.681822536430677,0.0278836280249342,-0.102767147903187,0.3633631952366,0.0684033162579993,0.435999621502078,1.55961504437883,1.74300257307385,1.83303714068715,2.41063347718298,1.93663605260189,1.67119884600417,0.641194920175252,0.496566168917126,-0.201234836849269,-0.00499026965502305,-0.0721490535091615,-0.106466585780584,-0.566668887029803,0.0978116882082969,0.0723731119430492,0.75150426333174,0.842664429496746,0.510049955381504
"SSTP_0000757500",7.45906101562118,7.12474979696059,7.28306487692946,6.01540976028692,5.94850615456076,6.05997681149147,5.0321640868463,5.6059972325409,5.51893635244844,5.35571796291613,5.45089304938946,5.51099997006752,5.80247563042889,5.85585385822312,5.73572855738184,6.55201724070097,6.4854459750508,6.62074732301831,6.84793959374203,7.20179165667541,7.34521822855263,7.17591125175042,7.33033963124474,7.5756534419256
"SSTP_0000757600",5.38596245743964,5.54653617040774,5.48995801124961,2.68040753061702,2.35319165407466,2.56222955926965,1.37734545871263,0.51089758474279,0.532833598515272,5.56724694581488,5.62793179610623,5.46405162530646,4.93706078258963,4.990972716596,5.60610081545438,3.85068071478999,3.77504461621587,3.73347395060778,4.49614607061578,4.49449720291058,4.59583796956374,3.61316146453764,3.35484872129514,3.39041482982292
"SSTP_0000757700",-0.370368859560759,-0.105949672188849,0.194989648494983,0.16074277283836,0.241717384030542,0.674445260265369,0.542416927364663,1.1179448429021,0.754044464848349,-1.89941296956464,-2.4728286898062,-3.85200820050354,-1.25121130720085,-1.33874882431639,-0.769670520367063,-0.546762661820527,-0.232463231930962,-1.21992110719119,-4.82291037055267,-1.84897402704413,-1.34024821375264,1.37810029522616,1.66456930714371,1.69331550219534
"SSTP_0000757800",0.977026739174994,0.914599514909727,1.1582720478981,-2.03039419422433,-2.04277483392513,-2.10982470319767,-0.94420755376655,-1.22098561802919,-0.922735995648768,0.208683650215591,0.27645366219876,-0.354368825844377,0.0422356088014516,-0.262553540075999,0.102917540994191,2.03328755082359,1.12316151791021,2.23554707300397,-2.5017675927814,-0.937166747380488,-1.19515293373976,7.94851477987746,8.54381429604135,8.30928097691627
"SSTP_0000757900",5.68529263607356,5.59474142865396,5.60003894519486,-1.09224480353773,-1.08971862557776,-0.836713967355735,-1.45655411222444,-0.00441549331524725,0.00755454711944915,-4.438464260513,-3.17643349766591,-5.08437587759382,-3.10670542427642,-5.23270236188784,-6.83383768153057,0.42852432565716,-3.23889142038139,-0.544335987822096,3.32284935709821,3.42910647687066,3.4640188678606,5.93105463907747,6.71773477287076,6.57475739170118
"SSTP_0000758000",3.33578672804167,3.47340403330111,3.31379891114573,3.98325529258378,3.97674698352545,4.1074705036886,3.22664537587972,3.16574531708602,3.00978223942394,3.36282501795115,3.07642107371403,3.15639345122405,2.98209593377851,2.93525569123081,3.0317738248065,2.5936535238319,2.71926577472258,2.73402846332867,3.35199562226574,3.34503200447544,3.36365242690347,2.63511696658748,3.31527889615468,2.72455032428621
"SSTP_0000758100",1.34120146269583,0.966161702040839,0.914230657816483,3.59336602632802,3.59789183170872,3.65279617366843,3.14168971529694,3.54245575522704,3.36063730892636,2.76402930398699,2.49433761606982,2.86216840860669,1.83873921723314,2.46623214225275,2.30637948720684,1.27579656043508,1.51425558466257,1.25469761443733,2.56126303189358,2.57573925740231,2.54570713244268,-0.0673449876162167,2.44868711130908e-05,-0.39965722044479
"SSTP_0000758200",7.07746881965865,6.83359169112559,6.89926900696382,5.53432997962034,5.51560283284427,5.61432367563775,4.61797305803917,5.05270960311878,5.19923244445399,4.75275598715071,5.02095674859616,5.06055080601163,5.46353218328265,5.24424039285794,5.27327824198194,5.35879965646819,5.32773253826924,5.47258910584697,6.72668615470173,6.90306152510638,6.94339697136343,5.88087507080963,6.21800006172926,6.18718062949732
"SSTP_0000758300",6.53157959837351,6.94171575335102,6.60385423461813,6.69949146010813,6.67760856829509,6.68617689961329,5.34049699090319,4.30431830254015,4.67988186040635,7.68777782975283,7.48937790191718,7.35002206700322,8.08859842611142,8.26660821913346,8.05929383341112,7.9492014466157,8.19508518363909,7.89610812333233,5.80216810637555,6.06025207817815,5.85250131980098,6.89760562161437,6.22038362180115,6.62255074247642
"SSTP_0000758400",-1.68279025039662,-1.1747940919682,-1.18697243943143,-0.251346646508717,-0.267921903082172,-0.164687018685249,-0.469519326009981,-1.53206148607413,-2.17582304912884,0.742548787011493,0.393319066031316,0.598705923636955,1.26541990797114,1.18511441135109,1.23347668767404,1.68554949519554,0.960535155565915,1.71346755708403,-3.23819549103987,-3.03294255721796,-3.09188969255528,6.47902832825446,6.91436275177686,6.5978160034782
"SSTP_0000758500",4.6737916010656,5.06371057867756,4.99070837266621,7.36518310222253,7.26686061433968,7.37281509294484,7.23095044047489,7.07680072893788,7.01677380996598,8.12874931831169,7.9885019241956,7.92558052758444,7.22993608928058,7.33719853540183,7.33183037435594,5.90261560878748,6.23426372549253,5.91340528568606,3.521171529584,4.03932581723296,3.92806792146083,5.74796851961996,5.46556923052396,5.52214139355163
"SSTP_0000758600",4.16274580098942,4.03302229267432,4.18132007815944,0.211113569129575,0.206203080318269,-0.0762748316472487,-1.44465515147394,-1.22194907054286,-1.12119098897137,-0.567541175920763,-0.933654680922873,-0.986452231553474,-0.870256426853216,-1.21672149217164,-1.47983944860517,2.42816305684541,1.2843780346296,2.13012927597975,-2.01570738299394,-1.84863426081326,-1.59683089843974,4.15268964834151,4.38388609856485,4.03792085793296
"SSTP_0000758700",9.58664650078184,9.47198850650386,9.49114792287947,4.55905526499015,4.42366694355855,4.55484937789782,3.20373667753825,3.0982585921968,3.01516462286614,3.20424732911417,3.24362391509757,2.94706689586547,2.02921486290008,2.14236595326497,2.00984742495167,5.6146106385674,4.41339604378691,5.01738455235225,2.02192275933415,2.16976153497841,2.08089842859008,6.34695259795706,6.17249139965216,6.51031194906639
"SSTP_0000758800",3.82285033474313,4.18282652550245,4.55755114319974,-1.56875698029828,-1.02757242125833,-0.773520718791084,-3.13605300123209,-2.72016210485931,-3.06612414246893,-1.90023014384596,-1.14138923260912,-0.684462370335496,-1.43427321040711,-1.96948199480597,-2.92254195759067,5.28711870612388,4.09459419580756,5.55214750920227,-3.23594107162695,-2.24715164150268,-1.90051143911151,12.0505997315082,12.6720012932383,12.681342334219
"SSTP_0000758900",7.12966130120504,6.95496896354954,6.83052520856671,7.15052980544585,7.08623656925083,6.98098799150702,6.1805655846915,4.78552607075714,5.53700727372096,7.22831186679677,7.0791324221924,7.19610613367669,6.58823781478099,6.66916268249997,6.85744485546601,6.62551695218104,6.92074187489485,6.56789712408647,6.94605954085333,7.04080001649485,7.05227567332748,5.52620038800338,4.37934100176357,4.9374047773873
"SSTP_0000759000",10.87208596255,10.7052933099275,10.5512300585233,8.36001172059661,8.33223234497508,8.37532511071024,7.03919486256855,7.67270103488229,7.52839833293987,9.54982041863433,9.81068670803506,9.75612421675195,10.875024620935,10.6822766048297,10.7285800646285,10.3801401673772,10.5505297934691,10.5214375350472,9.48614993310348,9.6504568234135,9.66394499890975,9.56762539900734,8.87324050723697,9.44548743982751
"SSTP_0000759100",4.53640621732201,4.48904651387695,4.43336171779024,2.42732732981022,2.29897356328526,2.22712041177785,-0.686928609500442,1.24282582016101,0.891112537122943,1.37736719521414,1.93473959884302,1.82174528726407,4.03871339340114,3.95941733086628,3.67479214836374,4.01235870151496,3.80858034729667,3.88774862704774,4.10970258915592,4.10362837310131,4.06996696257777,4.23659790584828,4.23968940718042,4.10579144716983
"SSTP_0000759200",2.7258758693496,2.91042787608956,2.80039739740633,4.99111244741207,4.88425439283252,4.78524643999455,5.70834420309401,5.77362012720356,5.74265731101478,5.46053746853056,5.26554156689111,5.21193467443567,4.47388873566325,4.68454389779417,4.67664243894743,3.77124745415771,3.81417025795091,3.77852089762018,2.52305503323264,2.79298848297662,2.78549150390859,3.68881485088904,4.17557469001808,3.45639116789402
"SSTP_0000759300",-1.68088461480126,-1.11883416444318,-1.24327963927625,3.09011766149843,3.20481099362559,3.10132080382678,3.10601000786342,3.69728208464189,3.64024136007577,2.37489879887182,2.50609799082199,2.4376521619532,1.86670150619461,2.31935087202501,2.211804958435,0.769185408309327,0.906793901938059,0.715054353239621,-1.12376313041035,-1.73653362803877,-2.02994123050486,0.625727834514894,0.269535504035074,0.397979966070236
"SSTP_0000759400",0.107661757727613,0.0233380350921556,0.524930319095896,0.573901448995071,0.592126097963016,0.482603326654531,2.70090991215996,2.80479200584353,2.62704233653843,0.442518519236394,0.125318327823984,0.690444452997045,0.921759223698034,-0.0640282021942998,0.279784563031139,2.95772006297523,1.70054205200655,2.91445465341496,-0.0688075632570727,0.496799123115763,0.436280568822888,8.50981246146727,9.0176614403381,8.88985641632265
"SSTP_0000759500",6.77822266659287,6.61235618654466,6.69354997394523,5.45301901655863,5.48447466084618,5.44306378472078,4.58321911106518,5.09340990587145,5.31962500504444,5.25028696424965,5.60784736652898,5.48623061970471,5.47258648776064,5.50433861136362,5.63783549914574,4.8261628585799,4.71387746056642,4.73621163631464,6.85073013829616,7.06395354044253,7.0936439368955,5.25053207642589,5.39020953134334,5.32729543672184
"SSTP_0000759600",5.35783094570889,5.31108925633976,5.40912676619159,4.15974224492691,4.34007526587419,4.39091900688868,3.87287786898593,2.94222718414048,2.68817960255606,5.65230551520377,6.00457220410547,6.29482649820117,6.4913677672674,6.46734050927927,6.12227494456493,4.8874508220344,5.14199991735489,5.35353938793208,4.38229104481153,4.88786911894606,5.00721003614175,3.94655908456675,3.62620791465859,3.41346448012923
"SSTP_0000759700",1.25957127475288,1.29746023355078,1.38389165354276,0.160872702813244,-0.0545539796130711,0.297731649775176,2.2938739466663,0.331984007506496,0.232152416395534,4.35190633929962,4.26211838427421,4.6122743000626,4.49829752070757,4.74987900921488,5.09880585533809,3.42656923353052,3.44558352467175,3.65395574723533,1.24273873961264,1.25598246355822,1.2621552205577,0.450029760199227,0.268307150645979,-0.39823542657243
"SSTP_0000759800",6.10582796983893,6.15818398274295,6.29095055550638,-2.11103800933888,-2.04510584996812,-2.50831991151985,-0.575388558601598,-2.71744584293172,-2.70550685181265,2.8255164477371,3.18036914315036,2.87779969837527,4.00235728248456,3.93333759954176,3.90991121850006,4.80752452469698,4.65775372634498,4.68973844102036,5.51628349511208,5.74746529405497,5.7571971337018,6.85592426948692,6.97640026021933,6.98447637462588
"SSTP_0000759900",4.92027203356342,4.4800508053147,4.64026017605632,3.78504235437492,3.84450668160412,3.66733387294925,3.05947067490097,3.66243101159375,3.77848407736498,3.43567073247707,3.72809053717991,3.6260012327731,3.49547539214855,3.50282051182672,3.70333678084434,3.12435601372787,3.20615593404333,3.14652605283577,5.26493228547097,5.37436694652934,5.36901859002646,3.45064550565506,3.09043850333085,3.03108297773126
"SSTP_0000760000",5.62156214484351,5.54587781515831,5.52718035083411,3.78114955230494,3.76238660445144,3.77404435117661,3.55578601842593,3.57580201752323,3.763383847432,4.79258918920108,5.0494659416263,5.02970862652312,4.99548626633262,4.64608352748684,4.88406072428815,4.73781567116955,4.72841711223957,4.82004228040241,5.47606481494053,5.56630095262773,5.5717793684951,3.56997594151427,3.22283057364667,3.58311699310725
"SSTP_0000760100",6.06304725000641,5.91265134690498,5.89840510299545,4.48134181311002,4.50780943974482,4.42990733109869,4.68649166374519,4.90369287841296,5.24249843142296,4.97937512560942,5.17103272190172,5.1324837014753,4.71850941131848,4.44439871784616,4.78299856174437,4.5294726046848,4.23636507449283,4.48012659162444,5.53582856068032,5.78778852652819,5.73576517482704,4.81216112366366,5.1492832492665,4.97994120295369
"SSTP_0000760200",0.963355254927215,1.21361263846505,1.1126011241501,1.90728386594873,1.50115821596373,2.15221776667455,0.6404613988908,0.12826542487708,-0.519075854512028,2.01429885943751,2.88296237927203,2.68368867689666,0.691447184370859,0.818979745352426,0.321049275843755,1.17397960726944,1.97313651135154,1.7213450035343,3.60685398969433,3.65902717168075,3.57325660090053,2.38270727303593,2.43633578140981,2.10124575877723
"SSTP_0000760300",10.9541053670852,10.8424252474485,10.6501550263472,8.90918777966234,8.86369347964225,8.88642465667187,8.19535970984706,7.98230373067144,7.94700974517898,10.7878476575089,10.8687378432365,10.896370684304,11.3879513880184,11.4088079694932,11.3403504450594,11.0720597496103,11.2994308161085,11.1520487796033,9.85832159392861,10.0542523521557,10.0325360113778,10.2504142981514,9.48048026360343,9.9503973859697
"SSTP_0000760400",8.47325021658748,8.24459453144667,8.10801238008193,7.25080567480287,7.27542029775883,7.27251743049514,7.56134216900106,6.58774977504774,6.54829354516724,8.13837601802366,8.30206457452987,8.45048144449602,8.02563572177687,7.88850592342612,7.95269631187588,7.99680066835774,8.30871894363121,8.1852865731601,7.80297141511507,8.0077746415406,7.97973703337636,8.57313853868338,9.0214806576732,8.84467549973787
"SSTP_0000760500",5.87058494562017,5.86439453017536,5.7311334018751,5.16784844732124,5.09927936357764,5.10569975453593,4.79831639627778,4.35967685725583,4.78697304243862,6.36292224464118,6.53473302993028,6.51871837371625,6.05291683785876,5.60281188210299,5.75102578469804,5.73470130203214,5.72486827041663,5.89871228221798,6.1336449701329,6.34544455125476,6.2985079536174,5.88597000419176,5.88806263305389,5.60957070574863
"SSTP_0000760600",5.77395104022593,5.6142921020222,5.74167773174062,3.86806595095544,4.0326058541926,3.92314444203027,2.73450012004848,2.53571831378658,2.34698565240532,3.8548642130197,3.8708552600021,4.06387261669338,3.40099199369911,4.06762218116347,4.11370365010114,2.92688372682071,3.21826681966103,2.66939849978189,5.38429925391163,5.54689609944481,5.58443231107209,1.48867874788194,1.0141547081153,1.62466074125993
"SSTP_0000760700",6.51922768919098,6.57521897201703,6.643163847341,5.29442099316845,5.12661638875556,5.1346948453671,4.9928986245336,5.31082863726625,5.20527305098093,5.54084652981685,5.24726289809069,5.25486836764652,5.08372583399571,5.16869641925303,5.19478624251018,4.78999089071747,4.7362685669105,4.67090402643048,6.8126616798223,6.99797206468009,7.02601372428386,4.11979439628873,3.18338202010136,3.68403484715826
"SSTP_0000760800",5.86424026103867,5.81387517155514,5.59961126937315,5.1852601459337,5.22274381708079,5.10758126977133,2.32438841112648,3.74267917532389,4.20078418096147,4.18919756520227,4.60153469633731,4.47598902078648,6.46735019212261,6.57505932368269,6.07133345730392,6.35184352168214,6.2808995594253,6.13532097944377,5.40335947672245,5.76569879848494,5.79876779983522,4.21181226345026,3.78689889411004,4.13449258165319
"SSTP_0000760900",3.30649476984621,3.48116114584491,3.40409022583648,3.96088137863784,4.12260701203545,4.23141858688682,8.13210434240884,4.04916018103641,4.12591528299138,4.78391389524966,4.65605469766058,4.8212417588798,4.79807480235677,4.57176689518602,4.41151664833446,4.85799407970114,4.7704842319085,4.71555827620437,2.59275203351577,2.55103301804175,2.36648165958579,2.81589015919928,2.7465979681223,2.3692790196979
"SSTP_0000761000",4.3412207752128,4.23613591648055,4.09736044197712,4.68814043046425,4.89000836200541,4.8727866016819,6.00180802711508,4.91256938066063,4.71703997992465,5.94326473996519,5.95179690244987,6.07701120119957,5.58651921286238,5.43009683402983,5.56579525005512,5.40710109485927,5.62666122294644,5.46422127960162,3.16166760294516,3.13357270681413,3.18892149392041,4.62644371598178,4.10059028522092,4.24975116768259
"SSTP_0000761100",-0.544736283973525,-0.618280810259034,-0.229650542444255,2.42006129151996,2.44571073611257,2.37564783070352,4.74025255381881,5.20111729009063,5.26486278411506,1.68158934148177,1.01289597644507,1.00690558321191,0.668599710624313,0.367652793877851,0.612489880465759,0.10036246917007,0.0195312989997839,0.221159450690881,-0.916625189679611,-0.659156158284122,-1.5977977241755,0.781368620358112,0.657998761409613,-0.0353284690976999
"SSTP_0000761200",-0.622234211874273,-0.0790466072362108,0.0831138216203716,3.00671146272151,2.62099005192822,2.59650248591479,3.47402892207367,3.71436011725885,4.05887836665741,2.64144364534276,2.45107343045791,2.53853742430381,1.55493900404515,1.93318817940309,1.85899441527488,1.55125784902337,0.73671739798239,0.551237939164978,-2.50127586474604,-2.24441309915896,-1.69342450198478,0.214598257960044,-0.153643605261657,-0.0823176813749991
"SSTP_0000761300",7.03027659278872,7.70599073753927,7.20995840852557,2.40546262905744,2.18022019211473,2.31291142118967,3.23427851308711,3.43636453199158,3.96816317554217,2.02061824678448,2.06292371379605,1.92959575562387,1.41120004644584,1.57403747740997,1.5599407393155,7.90890908572232,5.73621604881373,7.21850232402426,2.16589584856323,2.84043166909567,2.42398385777205,2.75913689992561,2.47102398876281,2.82858073518692
"SSTP_0000761400",0.286954770668143,-0.160494515449371,-0.0385112999203768,1.53163163716296,1.84054044950438,1.7007524503373,-1.7783317245228,-1.92740189161074,-2.17633930142081,1.11938963964485,1.43596027976697,1.18098090757944,1.7952495110166,1.75640638781006,1.48707896370273,1.06539348741972,0.960069072036569,0.850001002224755,0.220631991482911,0.249635866114781,0.267642858923423,0.966435197255587,1.53700995962191,0.645987697237169
"SSTP_0000761500",-3.65112295324339,-2.76147822707829,-0.758125625590969,-0.0425123403679857,-0.382181909589879,-0.276647109853293,-3.50065173848806,-6.17653751475824,-2.41320156209947,-0.926338928313354,-1.51425504870002,-1.30587869086752,-1.33627481600034,-0.848968530415841,-1.09732264348796,1.91707265550663,1.03217733505968,2.06164454369712,-3.2352932188061,-3.32668341321294,-3.08223514389478,8.22953564983962,8.83193529496648,8.66896035841843
"SSTP_0000761600",-3.12557847028421,-2.60092358339987,-2.78143629784005,-0.474949253492343,0.116901082687292,-0.349273907412709,2.34108576475186,1.74925338193952,1.56335705958133,2.40693643708603,-0.162629691921622,0.492315395391089,-0.794591959624567,1.93481466562111,1.88771503614978,0.262468054329637,1.57725840333853,-1.13522888039999,-2.49524772356936,-3.69121763713257,-2.63013906729246,-2.63375045500293,-3.569664715284,-6.01695355597791
"SSTP_0000761700",4.43142431460229,4.16825898820317,4.53041672662998,4.0614843264074,4.16633832816048,4.21237744387919,5.98339922195621,6.65419018881915,6.37990705909287,6.36817157735772,6.05345450119454,5.81842903962906,5.23704061257931,5.61691793549825,5.72619474916987,5.33341645840881,5.27033823278847,5.00254337522001,3.83998967356377,3.96486323626305,4.09098521008201,4.79479571444601,5.28849173892085,4.83104380779521
"SSTP_0000761800",5.86803812898296,5.50391549498955,5.42367054580256,4.39142966867606,4.17361058197812,4.2934854505354,2.67331202841833,3.8048745828705,4.08887281016714,3.42912534876818,3.82194142568807,3.79485198950185,4.36743332303727,4.40595521745566,4.28900373912401,4.46275106208974,4.38247312793906,4.40410779493516,5.11034205437602,5.19709939471551,5.18606773729933,3.35908119605998,3.28647259168767,3.38910446649135
"SSTP_0000761900",4.5185535115552,4.59822082671418,4.52215326060796,3.63937937652804,3.7213953763467,3.7596201809987,3.1478059780829,3.41037490624003,3.70022199989437,3.27295549666822,3.60455137584028,3.64824828381654,3.51126770511491,3.64528924652184,3.76188239757706,3.56627074957869,3.70715512552468,3.81502763758078,3.69644649057293,4.03600856193924,3.95205271177177,3.75450562050896,3.62996841595913,3.80724322246173
"SSTP_0000762000",5.50710925013237,5.53861955880394,5.45395446810452,4.61292044187966,4.65474311002262,4.65807681112267,3.30084240409523,4.41321047441592,4.35322709903834,4.40138467867174,4.73417936480509,4.6068382660357,5.46288658901073,5.02757215576624,5.24350879972167,5.08620698551775,4.982143954265,5.14033802304726,5.21631899620044,5.30158614311173,5.34867045060518,6.12297292818128,6.24694957457146,6.08103906435038
"SSTP_0000762100",3.07969769010962,2.79018837855834,3.12451729685184,1.08549881043378,1.16038477280631,1.22102680876544,-0.0764353319614724,1.00098234815291,0.92054325716703,1.33478044877902,0.945696815173915,0.498814995096969,0.866558300458871,1.11982376460113,0.833825511877682,3.10766326698045,2.68504803079672,3.11166898064365,2.49215971339828,2.66285369941869,2.61125335950629,6.75707302475473,6.89451073092738,6.92618051454168
"SSTP_0000762200",4.98808650222344,5.07155280009733,4.97559235712756,5.4195195563636,5.41807037479134,5.53020626174701,4.58172758636728,4.99670683547868,5.23998947612418,4.0781761640386,4.20373813508825,4.06044242596386,4.54386325951751,4.40174087359117,4.45775042409349,4.40885575094257,4.38277185914443,4.4510615303326,5.78617484565372,6.08313899240826,5.9777954657439,4.74017843308836,5.10449405004285,4.7134091339853
"SSTP_0000762300",5.60333707555676,5.21683014698159,5.09982168970695,4.14673150069565,4.19497181648676,4.23016629568085,3.19602309905081,2.99324332806358,3.18512997869207,3.77230376725495,4.39749041527333,4.35778521145398,5.1962590388575,5.04747417241773,4.92094547499255,4.94383791236031,5.14737616611692,5.16670629265372,5.14267437056718,5.27672114605925,5.22978601595947,5.95237692713692,6.19087474447052,6.18830221954755
"SSTP_0000762400",6.29737514194998,6.16495842288401,6.27644300276378,5.76092260536608,5.7638117329913,5.78902281408852,4.67868354563223,5.72635135596041,5.5397510115788,5.06334730465245,5.2964460675501,5.2099483138577,5.77536678308133,5.69088689491872,5.56792967493962,5.33197797379029,5.40040504509512,5.34637951697798,6.1430224916874,6.36335820695226,6.51938565460604,6.23373762901213,6.1275663253041,6.18179081116016
"SSTP_0000762500",1.03156992796069,1.78394198918791,1.5000485054977,4.18494470385448,3.86530097371154,4.07912565811358,0.781648059834972,0.109238516557011,0.600334796880232,5.1628537673962,5.21440438722494,5.06114214536212,4.64823063892899,4.95961805149058,4.47200576040621,3.66006666955877,3.86204812231404,3.54298168443122,0.740333675422225,0.615255206362682,0.484986962352296,2.14931586678082,1.32085313645104,1.82155043423531
"SSTP_0000762600",0.896133213036054,1.08960660332374,0.848561852642939,-2.84760477471821,-1.87800251678245,-3.24700945653372,1.70369170223864,-2.71604335210999,-3.55464170366698,6.27781487097905,6.51071053884049,6.74990954435119,6.57853604834309,6.6131908807636,6.38259065825799,5.64248365500887,6.3493624433031,6.08653722172439,-2.01624171954773,-1.53773990888175,-2.46476380580536,2.28179332106641,1.99557260489741,2.18243467099937
"SSTP_0000762700",6.00449305801918,6.11727463584756,5.9057746956815,4.91246048713983,4.97214981948435,4.94271933546508,1.73821978989025,3.39396523527253,3.81026266819108,3.98888318706332,4.33378954663644,4.25635672328989,6.14842932798011,6.01212216003052,5.84675517124331,6.31522084731283,6.12010722598929,6.13947099525759,5.37362212507749,5.48818583016307,5.46169459636474,5.28740804469269,5.15050694943737,5.4888124830678
