"","FLF-a","FLF-b","FLF-c","PF-a","PF-b","PF-c"
"SVE_0014600",1.21682673472957,-0.110516040481047,1.9098718702945,0.712792196530635,0.247969537137623,0.199409214388792
"SVE_0014700",3.46731957576448,3.62826289854792,3.74653549127887,4.10872458943898,4.60587788287796,4.74330934219193
"SVE_0014800",3.97871168314103,3.88324810389407,4.59521470493485,2.5784365466434,2.56029870021887,2.57690942589033
"SVE_0014900",3.1346426900462,2.3209199854949,3.65327246686548,2.33854423615202,2.68557644525661,2.54420684487955
"SVE_0015000",6.45256366779063,5.87858352727154,6.77780422403437,5.56732725747738,5.42399691721091,5.39811633525618
"SVE_0015100",6.0297016822397,5.65098522992149,6.29378088065509,6.26777335649301,5.38275970405561,5.51844540857787
"SVE_0015200",-0.801713551505571,-1.66480724630587,-2.30471995912833,-0.251267967025352,-1.34983522173733,-0.421040073923388
"SVE_0015300",4.35969450508064,3.61810857673995,4.52136627812218,4.39429420170205,3.66667481090674,3.92386744527019
"SVE_0015400",4.09709083078782,3.86010724568053,4.56053179330702,3.71900627455359,3.60849841039047,3.68272699466027
"SVE_0015600",3.17054236469989,3.60595725833202,3.27888474008097,2.94352040050261,3.2501975248039,3.24446202961304
"SVE_0015700",-0.308821783385689,-0.0382095188582546,-0.704538663997767,-1.73212559357273,-3.1236273832606,-1.15164435353572
"SVE_0015800",2.37443990088323,1.44383579177769,1.56220343732482,2.42946940129724,2.32410892722173,2.42949351012891
"SVE_0015900",-5.35068926345962,-5.61461451309733,0.236812525186297,-3.58816638450413,-1.12302705426814,-1.67389017728244
"SVE_0016000",8.28684573118588,8.88089694670697,8.62479096090239,7.60611269036517,8.10249843655835,7.95114725311549
"SVE_0016100",5.08597488479451,5.40156571055922,5.00450445155396,4.84176193538692,5.02161296411356,5.18269559418145
"SVE_0016200",2.4675194493395,2.48151037511141,3.07162578915852,1.35111580660993,1.99390929484098,1.48938154551437
"SVE_0016300",3.45731514311461,4.08462549213088,3.61974950393972,2.97191999731336,3.54989553546413,3.38016650331397
"SVE_0016400",6.03103176155525,5.91400907734437,5.74138678721499,6.2161832564847,5.94416683661044,6.10232850570431
"SVE_0016500",4.21536517276551,3.89887589892198,3.9081985450412,3.75836114546147,3.51759129884721,3.57720305325317
"SVE_0016700",5.12629459214534,5.50277286897047,5.13896914915509,4.7696050106746,4.77915697355988,4.8065736630395
"SVE_0016800",4.20081276575084,4.0152578492588,4.03702417110564,5.26756814262679,5.32535083567792,5.49908857647509
"SVE_0016900",3.58731799915872,3.87027543298104,3.17434420850529,4.38851834118104,4.34238201237835,4.57547996184919
