"","FLF-a","FLF-b","FLF-c","PF-a","PF-b","PF-c"
"SVE_0455500",1.86373036081226,2.67141156591093,1.94314966822894,1.52188085110099,1.91857844047599,2.16955666960266
"SVE_0455600",-0.556210133467059,0.315094118145002,-0.652434315446288,0.135606954812364,0.031774570946017,0.323047620062381
"SVE_0455700",5.0569092131084,5.33445583792731,4.5835774005114,5.91706047712444,5.8288040860766,5.94342171209803
"SVE_0455800",-4.19341833509333,-4.82049742785602,-2.13009435716616,-2.82067831571762,-3.92224980763842,-3.19911879005889
"SVE_0455900",-4.31165111225328,-3.9478690426278,-4.28885183768829,-2.90672336560995,-2.40608379034411,-2.67827292247574
"SVE_0456000",-1.66283994426378,-1.71179138496939,-1.93191566755729,-0.973062415824997,-0.92406572734491,-0.714825816631706
"SVE_0456100",3.75577701672421,3.91573939163712,3.9653054808716,3.50166057684407,3.74730356616046,3.55400458570901
"SVE_0456200",3.00341856426201,2.36624464140028,3.5805513743206,1.2755021945623,1.22809145718775,0.884622801483279
"SVE_0456300",3.92242991458556,4.2562682675694,3.73899632401242,4.1649753696886,3.9650000428715,3.87847321443069
"SVE_0456400",4.70731859046385,4.45771597700749,5.06642610575456,4.88781654162845,4.54656071330866,4.80022306023093
"SVE_0456500",6.42245000607467,6.33774946040348,6.31090702272305,6.15736114420114,6.50099736952509,6.58554920212891
"SVE_0456600",7.20468507602533,6.79933742120798,7.91264560543155,6.89735601961334,6.75242348338354,6.94475321094455
"SVE_0456700",6.7833962269024,6.77070112323756,6.86464138416315,5.97149358766631,5.51720302626335,5.97104245017697
"SVE_0456800",-0.225766487601218,-0.548186891148145,-0.228476963581591,-1.06786882931613,-0.436295184131732,-0.292033270801492
"SVE_0456900",6.52676517158253,6.77158886890702,7.07681325814021,5.47211520813337,5.61924016130029,5.62911190048174
"SVE_0457000",4.40475805819279,4.72440041430024,4.79974630662019,4.10582576911446,4.34443608088264,4.35502672913617
"SVE_0457100",5.81843616297107,6.07999701677519,5.2854796537762,4.07356992892325,4.1922548611251,4.21186013660145
"SVE_0457200",4.58193312089227,4.38327859688152,4.04546792809986,2.64827225550669,2.36100154172468,2.58253286444068
"SVE_0457300",7.49338092062168,7.24220436318602,7.60071422654888,7.05075847675954,7.19707406611647,7.10763909876198
"SVE_0457400",5.73676230123841,5.87150003549087,5.16892624420657,6.95118080012917,6.71960573618802,6.61414073007612
"SVE_0457500",1.63179286099687,1.97141827558562,2.08696736735387,1.83665047447107,1.50116820606187,0.912776829392275
"SVE_0457600",4.76017155698791,5.08649126625269,4.98404656808289,5.71475342041757,6.04610228175868,5.9379142202794
"SVE_0457700",-1.7520772450789,-2.89345846823017,-3.06427717918322,-0.18755219336965,-0.126379921342763,0.55932486732514
"SVE_0457800",-0.0267744594299908,-4.82982433496183,-0.359311428216667,0.957471124113967,0.720518953612901,0.00361296080086469
"SVE_0457900",0.0588034243586378,0.177755313154347,0.358669100345336,-0.787602800539473,0.323563365116282,-0.963077938292961
"SVE_0458000",5.2563633167164,4.75760848765905,5.4017496910669,5.44147903705495,5.76743341222891,5.6327555065623
"SVE_0458100",3.05360408690586,2.20137268852053,2.89345226776627,3.10493477231981,3.47352980160337,3.00405333770373
"SVE_0458200",4.47465137372684,4.14996962384827,3.98642121248035,3.35657255192055,3.53323450097104,3.27510608215804
"SVE_0458300",2.75342211222984,2.0537610122885,2.08838226856023,2.22287758008378,1.32977290857372,1.69783207682028
"SVE_0458400",0.396727078642295,0.117235879342007,1.22977062953541,0.122786632381012,-0.119442028444647,-0.545608378764381
"SVE_0458500",4.06786495467657,3.96936601980418,2.62200558875863,-3.95134436348286,-3.12706855477159,-2.81839462060949
"SVE_0458600",3.42259695559942,4.03079345957084,2.54458011303144,2.5464996173264,3.23111411395429,2.67347432727993
"SVE_0458700",7.26544382416304,7.49288439444084,7.32859081561864,7.08428844146847,6.99407791442184,6.88151577796125
"SVE_0458800",5.98645910960685,5.74361580666348,5.46422691897313,7.16663633667238,7.04665883526444,7.0360569340475
"SVE_0458900",-1.66063103724383,-2.31994380164702,-1.66720383535754,-1.45509070228988,-1.04384910332824,-3.17610799980619
"SVE_0459000",-0.373595983972058,-2.63714123963048,-0.040060736646088,-0.756812922928748,-0.232725567322273,-0.415222919212444
"SVE_0459100",0.057853530886868,-0.959678734637172,0.413706896535219,0.244219750859854,-0.231029689212281,0.659846300680908
"SVE_0459200",-0.828948271481437,0.373145425560283,-1.51029406237249,0.526304653018562,0.669159093300457,0.892800057604998
"SVE_0459300",-2.60192106999651,-4.03008488923647,-4.50225680646054,-3.15204106023264,-2.33588648289577,-2.39919624896801
"SVE_0459400",-1.28518445591755,-5.61462251958174,-0.404972907079145,0.723982525851189,0.380685930816967,-0.276379057183021
"SVE_0459600",-2.52121962533196,-1.73230184216264,-1.16262977907241,-3.95970288348836,-3.92224980763842,-2.83402640570822
"SVE_0459700",2.73830718340469,3.04997444825167,2.01184719050237,1.97306309697058,1.77882991560985,1.62381301691446
"SVE_0459800",-0.151756196819509,0.0422542164019166,-0.827369329827937,-2.41451695885731,-1.71862271997862,-3.98591737203628
"SVE_0459900",-2.53789246444033,-3.18664406358637,-4.09857312894868,-3.58944901790261,-3.92224980763842,-2.46805918087123
"SVE_0460000",4.229272399493,4.3520602303284,5.12359542009988,5.1708309715292,5.35079805637087,6.10794267276755
"SVE_0460100",0.446582016104277,0.117985398357794,0.604321040491865,0.57442304810865,0.692900767366827,0.448221938382873
"SVE_0460200",4.9416312640201,4.35685171538094,5.4683756179788,5.50022816811311,5.25258242865021,5.24816701576114
"SVE_0460300",1.85013020263119,1.60873320473258,2.11208950432536,2.30719355305959,2.32716752892472,2.54387112324104
"SVE_0460400",4.84029745122285,5.04483827817198,4.76852291527239,4.95338733722658,4.88066008578977,4.93690210620961
"SVE_0460500",2.67493622096623,3.06844299337434,2.99356294985286,3.01057044966145,3.37544691134917,3.23015179036374
"SVE_0460600",7.74619485814876,7.66612024728316,7.2388220772832,7.65585040816749,7.86796794474696,7.90431264086285
"SVE_0460700",0.691323069677641,0.0533752964189489,0.926074407106936,1.07035091354086,0.922043590730497,0.973550580235831
"SVE_0460800",6.35587212644441,6.30882326417805,6.05453080713553,5.89132746675893,6.0664638726765,6.19385896290691
"SVE_0460900",8.32412823211043,8.03909554983953,7.88335280517073,8.64569681620845,8.30735434709998,8.42149844845827
"SVE_0461000",3.02500781768223,3.45311701232211,2.44050306072094,2.51631529264209,2.57027395383071,2.39959180389496
"SVE_0461100",4.8362303455418,4.94468446398994,4.38094864586875,4.84124153798283,5.09860612305086,5.1294432473444
"SVE_0461200",0.415169775167363,0.51014063431033,0.385918097997463,0.247796179099921,1.03086286139505,0.486642892213862
"SVE_0461300",4.63398489623658,4.60952162048552,5.07770101989437,3.93022927965693,4.26145385803969,4.11452771708306
"SVE_0461400",2.9652628557364,3.44879802199231,3.1014768666649,3.03372812022233,3.24998476379232,2.73809875987571
"SVE_0461500",5.11822405218216,5.40681264056268,5.37730897033294,4.79702134549636,4.83427548575937,4.78010846048192
"SVE_0461600",5.92460692254183,5.79507253703567,5.64157355227682,4.04850518694046,3.91117103330437,4.1186139612426
"SVE_0461700",-1.49758343770309,-4.22060083245852,-1.94244753584329,-1.75351843537627,-1.54928357766712,-0.35549517164589
"SVE_0461800",0.19742683164879,-0.827952965552807,-1.15139480716777,-1.2756023819116,-0.222289043849781,-0.553261752429619
"SVE_0461900",-0.104850281614443,-3.06534846411461,-1.61278057131112,-1.62337873834826,0.357314819427133,-0.836783606952516
"SVE_0462000",3.7708995078478,3.21121999672135,3.46500458424311,2.37941077139852,2.20988719925166,2.17936279276669
"SVE_0462100",3.67875212421807,4.08440184246064,3.69269576813075,4.72422723313498,4.73679002463964,4.51591073378205
"SVE_0462200",-1.17512886375711,-1.23306060577459,0.0222131433653646,-1.72233276064626,-0.66830537499934,-1.41581378810266
"SVE_0462300",-1.54904285664357,-0.444150313589742,-0.691078101033241,-1.99477707854305,-0.661700591427937,-0.98319032703142
"SVE_0462400",3.75705103538863,3.95975941937856,3.53855851367962,3.42178207546932,3.33283474391402,3.58170448241889
"SVE_0462500",3.44501122622347,4.04508119397303,3.30425244918176,2.4680499280478,2.96563705408483,2.34535257274425
"SVE_0462600",6.40585908496428,6.09493696872638,6.29503455274711,6.48047104364824,6.45939085284769,6.2213632787353
"SVE_0462700",5.24399867652425,5.50556681949975,4.73514116804265,4.92790262774423,5.07239246848912,4.89631606909738
"SVE_0462800",4.30680528461762,4.10959155488292,4.53600519655825,3.7745645104813,3.44282271142592,3.84245103982759
"SVE_0462900",1.93314331022551,2.88453373034068,1.68190454828548,2.35118410357528,2.86410100629714,2.55224502564099
"SVE_0463000",-0.0568314166477818,0.0145178603191498,0.00977093419638098,-0.883455988547583,-0.635007341097278,-1.23272664119546
"SVE_0463100",4.91640656093339,4.83716326284982,5.10372287618623,4.4127964342379,5.03937228055935,4.85581513606574
"SVE_0463200",3.24799842862031,3.53683320003087,3.3132480150184,3.29291828274123,3.53367814805409,3.2698245820487
"SVE_0463300",8.4031624949434,8.25688995419785,8.98761347107225,8.15795483722115,8.86015012696627,9.07211392966336
"SVE_0463400",6.08890025120768,6.40606355685082,5.7974222065006,5.40984978056659,5.30820366487928,5.05239929265948
"SVE_0463500",-1.64328768580467,-3.89849215081406,-0.76821234738711,-1.0313593746831,-3.92228626551255,-3.98591585851108
"SVE_0463600",1.2166077625382,2.51470715015319,0.827055695517511,1.36497572051051,1.16211710957324,1.11063992152391
"SVE_0463700",3.4735817965125,3.50560207540377,3.5219214280814,2.4545813336794,2.72413035798647,2.52047316880874
"SVE_0463800",2.16448755126353,2.12362577787272,2.13777042639766,2.69794061539901,1.11618451878205,1.24586494188612
"SVE_0463900",2.69864304456765,1.06762103244502,1.76332315142741,2.44184543458382,1.46147065217622,2.40583919812752
"SVE_0464000",7.18493330365642,8.34549218710347,5.43159106917676,3.24653589771981,3.09488311002556,3.09328163975275
"SVE_0464100",-0.768822482711318,-1.00119578646231,-1.4195915929808,-1.7714378523688,-1.72620613112772,-0.63634278519058
"SVE_0464200",5.11620262578326,4.95765052036771,4.87734847985838,3.94969641691261,4.07764467827912,4.13626061641971
"SVE_0464300",6.27785721802959,6.20939521189818,5.98542731931059,6.72667066056481,6.7192097596718,6.74586193156731
"SVE_0464400",5.02927854578441,5.75861069385741,5.43315461651506,4.86202851710809,4.53845619387885,4.35000143521206
"SVE_0464500",5.33676184434668,5.26737432500664,5.18546412279168,4.65173637011951,4.45740326818926,4.44710025986633
"SVE_0464600",1.27662846638842,1.63863067258852,0.876207739476827,1.15443995513706,1.3236709885578,0.850383243179165
"SVE_0464700",5.44599289997075,5.47814703627388,5.94187443597934,5.62636013711136,5.23887045692057,5.32757522187705
"SVE_0464800",4.08889378681124,3.75214958752765,4.71167353487444,4.13532109432608,4.10285399981775,4.22230248793993
"SVE_0464900",4.86421240891087,4.82112435657707,4.6073270830358,4.87576807509787,4.92532377180706,4.84087496785722
"SVE_0465000",-2.0115567279914,-5.61462804495349,1.43538250784943,-1.40628478128286,-1.72868142853082,-2.0138463505833
"SVE_0465100",0.915929775343363,0.363609426354163,2.21839812698982,-0.65706455537913,-0.117970775835846,-1.42151717112921
"SVE_0465200",2.8262902096953,3.26999092519926,2.80133383290866,2.85871048705458,3.07977115894816,2.70038192552143
"SVE_0465300",-1.17471120531529,-1.06364430356796,-0.718060319976218,-1.7469395018726,-0.972698138789887,-3.21281316953169
"SVE_0465400",3.31162092726772,3.07329864690252,3.65772265069704,2.8317693604487,3.15188604926329,3.13557794787792
"SVE_0465500",5.95813939632036,6.00862594756005,5.73650501185615,6.05793767964018,5.78926564633327,5.86781324229327
"SVE_0465600",6.05072707593007,5.50259365752675,6.05267495995408,6.01464151479023,5.53398499440049,5.67298015456258
"SVE_0465700",5.74579190742222,5.82055054928723,5.5070063994136,5.75303480929831,5.57246825518954,5.44336675101138
"SVE_0465800",0.950710255014905,1.73380415407271,1.56339123733626,1.947573069298,2.1081074934617,1.76847017479017
"SVE_0465900",0.0394061402983689,-0.0819313927669581,-0.155652703758447,-0.256063610314109,-0.0593349223684347,-0.178421787902923
"SVE_0466000",7.17409824306933,7.13160895940915,7.2937220097383,7.055365253515,6.793231810801,6.70236618933099
"SVE_0466100",0.292396447499695,0.719891700762174,0.371171963980338,-1.38437224262574,-0.656367434263746,-1.75311747380369
"SVE_0466200",3.32531179723849,3.27646942602173,3.51997511221109,2.87511610428147,2.96764042450116,3.20710617002132
"SVE_0466300",5.56343602212072,6.16236434936337,5.13604159873374,4.72390441645496,4.97728178503221,5.01805992193316
"SVE_0466400",4.14024311456738,2.42916229209615,4.15986687170337,3.33356468630677,2.85923957493697,3.07674020938023
"SVE_0466500",5.8850526049649,6.28770097717185,5.46581550167955,5.85247118230448,5.9177842202608,5.91642053113064
"SVE_0466600",5.97932177960723,6.20234830539839,5.84484980390167,5.7797614244808,5.72011826884004,5.55393747182522
"SVE_0466700",2.27673021464721,2.9911533786142,2.12478950866908,1.66886248071493,2.23780771759423,2.00007455536566
"SVE_0466800",-1.3800911140201,-1.23426603420028,0.89598398040716,-2.79938084508134,-1.35444884856256,-2.37518518356169
"SVE_0466900",-0.820116473756228,-1.11410105395766,0.207031239629119,-1.60023716142155,0.0409583083721331,-2.37521042554089
"SVE_0467000",4.99600738456155,5.56164054364473,4.65824914317255,6.0085929034539,5.88199328299529,5.9316305094542
"SVE_0467100",1.97793675651229,2.5359368694938,2.63116810495317,1.36666828247027,0.939399152689938,0.549043820739717
"SVE_0467200",1.75322374938175,1.8993420300373,1.99243102953219,1.40413005781556,1.28574345160432,1.10567305269217
"SVE_0467300",3.72772197256539,4.4536483225715,4.45310218355474,2.63069586005217,2.68376849775757,2.77674624104094
"SVE_0467400",5.24122754726143,5.56887001888611,5.11490049913432,5.06770099488801,5.1796087361589,4.87028509971278
"SVE_0467500",1.82388672441792,1.58699950879806,2.26641773751556,0.376372071648596,1.24082655322486,0.899795125584181
"SVE_0467600",2.49493869574995,3.21069800580955,2.98171905897205,1.8521883725851,1.36126747115769,1.58766305515138
"SVE_0467700",0.171626044305197,0.0316378281185559,-1.83350592275421,-0.135195853270405,-1.5965483549252,-0.0426973815118257
"SVE_0467800",3.19543330420145,3.29903337477379,2.8613109379977,1.92053279738157,1.72087675165097,1.46995033570863
"SVE_0467900",4.61291330331344,4.59949261768759,4.55595334952498,4.58564357876096,4.3567818879653,4.22846963900447
"SVE_0468000",3.10711328845503,3.34438861088656,2.69519689019287,2.58863055436565,2.34695689102743,2.35892847123048
"SVE_0468100",6.90160620164411,6.77563227570756,6.95886022253219,6.16070162247556,5.90527467557748,6.10461581600577
"SVE_0468200",3.57441012783673,4.13600795349681,3.99380406333148,3.41853920449111,3.93371682132945,3.65396371111346
"SVE_0468300",3.76433377366486,3.58020748319898,4.56815410884436,3.59274264835187,3.56893888556573,3.50679958028012
"SVE_0468400",-2.36301704391756,-4.83665803418681,0.462574287269714,-1.06962679922574,-0.334602932054549,-2.5632231448539
"SVE_0468500",7.22090612550769,7.10896141703964,7.52842662803009,7.42496142328799,7.8876896546435,7.75417893890031
"SVE_0468600",1.23705222565377,1.21914228550274,2.20756030378901,0.999808034710572,1.67964309640133,0.798130239519058
"SVE_0468700",4.56846319389102,4.70677511235773,4.58585126114587,5.2127475427426,5.30718944685255,5.41589238874537
"SVE_0468800",3.80562374767101,4.08528847426815,3.51671813324494,2.42767211931759,2.14260254206449,1.77610098937706
"SVE_0468900",6.12536333847853,6.17990472470289,6.46386854833827,6.88384104116877,7.21512735247048,7.10307565846266
"SVE_0469000",6.80178946418823,7.2246290068042,6.18470895108963,6.84963756624267,7.41583373492845,7.42125484617901
"SVE_0469100",4.61552133435374,4.59992384149608,4.61202962495183,4.16053048850241,3.93011999840677,4.09443958324893
"SVE_0469200",-1.03187495184013,-0.763673680381208,-0.920448752749485,-0.0405450219985121,-0.604600772891479,-1.65840050373722
"SVE_0469300",-0.422568123075629,-0.935366826285807,-0.712515025346708,-0.239533083060116,-1.03037362345095,-2.02141905956396
"SVE_0469400",0.635815859316044,-1.1435881424729,0.74607475423462,0.715863068766726,0.551168476246454,0.69352792950767
"SVE_0469500",1.98136260227589,1.89393732016305,3.02052665508476,0.44074702710281,0.629453576403353,0.902892982386524
"SVE_0469600",6.61297049958162,7.18752502057552,5.67093452763362,4.08543317004577,3.233471197755,3.39454146390389
"SVE_0469700",7.96815264703732,8.91668472049436,7.2081124644875,6.28100839986065,6.17837919611835,6.10431825693562
"SVE_0469800",5.73796418022016,6.47681015965151,5.34188563267168,5.57254415293985,5.22546394710005,5.22455222233903
"SVE_0469900",-2.03956925745879,-4.22603655089995,-1.7209039014758,-2.09433650700536,-1.02891406691872,-1.41443861810671
"SVE_0470000",-2.20589109652811,-3.68103884763342,-3.3089868639745,-2.57202008978191,-2.34057076692551,-2.81788526092428
"SVE_0470100",5.98888439249328,6.23380103093718,5.81206384323019,6.0772656751619,5.72452280351849,5.58346306805373
"SVE_0470200",0.613309430699196,0.872478041365458,-0.260577419018499,-0.351746359255905,0.896983686959614,0.0687466196594468
"SVE_0470500",7.06582764057882,6.82699081893178,6.57223037383782,6.90861453811343,6.80394599783644,6.92215741002329
"SVE_0470600",6.57366607819541,6.72695049994129,5.83278870114089,7.03024811830255,6.7628957657824,6.71434674979256
"SVE_0470700",4.53017663699959,4.87543200923212,4.26842919812494,3.64368192272294,4.44137528965382,4.29229217106627
"SVE_0470800",5.02768475400818,5.06387080623294,4.7832746236213,5.63187723628732,5.26374742351036,5.05657622795388
"SVE_0470900",1.74258745313434,2.06370206450314,1.48498222083733,0.788900978972939,-0.241230009051938,0.0277627806452603
"SVE_0471000",6.31039230365573,6.39609944120081,5.80739654367169,6.8222361983892,6.50206249700607,6.2959280263364
"SVE_0471100",3.78807436481255,3.90504978810327,4.24938012783702,4.03039486947085,4.47895240883403,4.28508812922765
"SVE_0471200",0.651008772269534,0.654854171841353,-0.126229846056409,-0.0203005133830645,0.285118112002219,0.430538798782253
"SVE_0471300",7.04405056878038,7.17828907946382,7.2472361697429,7.16358555765843,6.92903471773272,6.86008606292072
"SVE_0471400",5.93984723969446,5.93056243989673,5.73784669733058,5.93237294261812,6.17218479501416,6.13034007897855
"SVE_0471500",5.29454754074797,5.02828344505537,5.02683429401412,4.35033805821928,4.15699840238452,4.02783271838524
"SVE_0471600",3.90200388953023,3.53915287330993,4.06282437661559,4.21395461229702,4.25565059522192,4.17254103669188
"SVE_0471700",4.96897128161846,5.24835981714712,5.34136054080946,3.88545383177063,3.79525808506051,3.6489648878926
"SVE_0471800",6.93179759371095,6.65230801311842,6.79984814715927,7.31614072861968,7.74064434922229,7.74194352780933
"SVE_0471900",5.61606079109161,6.0746446185797,5.85023298290542,5.92928951664687,6.11403016599147,6.2225640317208
"SVE_0472000",5.71934552611283,6.35533980916382,5.38118743474193,6.02902628192493,5.91720461391161,6.02278685216263
"SVE_0472100",0.295700758269123,0.113788501969795,0.0182637335357652,-0.413753311743391,-1.54872754466898,-1.10230905106761
"SVE_0472200",0.895603798739155,0.838267008946287,0.165174685861257,1.54611288485493,1.09424055473649,1.46086577537996
"SVE_0472300",-2.08721706541448,-4.0466889088488,-1.96548227474131,-3.94201840285105,-2.32569143476805,-3.98586653820236
"SVE_0472400",-1.76399104188693,-4.83727410756928,-2.7105543628522,-3.59110087478812,-3.92224980763842,-3.98586653820236
"SVE_0472500",2.06584015213327,2.10262714516245,2.29722378264644,0.763653269591344,0.585559672610543,0.75039521139833
"SVE_0472600",3.75963062899075,4.78656430338797,4.80923240314928,2.2910647512223,2.40301752963543,2.23369174946346
"SVE_0472700",3.91805722492902,4.06392407306361,3.8014340841509,3.49228710528683,2.95531291271652,3.03324879305385
"SVE_0472800",4.71440772454422,5.09506548941935,5.24098524382722,4.11825096299903,4.10662395409346,4.29077385916332
"SVE_0472900",0.985861271034458,0.890619188675888,0.486528656026007,0.25166812078249,0.0824469327346973,0.058778451491964
"SVE_0473000",7.07251654637909,7.01144066591262,6.75832575537127,6.82294778330297,7.48010275392857,7.51556398204155
"SVE_0473100",-2.09236560727163,-2.05204636605265,-1.54119429620561,-3.18350078392043,-3.14302701814843,-1.7748676229145
"SVE_0473200",4.62761570501967,4.05920751633129,4.50331785836964,3.84450614893572,3.51561134204376,3.58373436851388
"SVE_0473300",1.81589629205614,1.8706173595809,2.10938701288586,1.79676889418694,1.25082312452291,1.17892603769056
"SVE_0473400",7.68606708020738,8.27272899966446,7.49280224301114,8.14020934321949,8.79117797304031,8.79212684700619
"SVE_0473500",2.01419916600116,1.15039330787192,1.43897779896554,1.42317919595971,1.50946786611304,1.63183682850235
"SVE_0473600",-2.77930128450395,-3.39304161395285,-2.24035761489119,-3.17059204909029,-2.36685666161296,-3.21528234269839
"SVE_0473700",6.31793773351338,6.81145472431339,6.08747272477566,5.9093832936139,5.5546860780099,5.60441854753464
"SVE_0473800",1.1214869372726,0.972697947877229,2.25695257552748,2.3787053829441,2.14887084434172,2.04389631720865
"SVE_0473900",2.32925207371573,1.9737363445685,2.45033804678664,2.2783546293937,2.51719400072915,2.61642040127107
"SVE_0474000",-0.221379884595494,-0.174240624684805,0.278689457282804,-0.304510734455527,-0.904477607534406,-0.661672590235728
"SVE_0474100",-0.730521100398482,-5.61462089331794,-1.68049489778704,-1.28429792725763,-0.492740655797892,-0.85780895993128
"SVE_0474200",-3.01817843835624,-2.08732172592276,-3.66458073844702,-1.42692576321182,-1.63697064390877,-1.41561422061483
"SVE_0474300",3.31441637212194,3.30588494577329,3.05412002945121,3.37106612687507,3.97403754321544,4.01128311264021
"SVE_0474400",8.27309331202558,7.90412058106798,7.83194701523689,8.03778198919432,7.69694738910281,7.84011985367615
"SVE_0474500",8.6463641380368,8.3504771086621,8.50645775033801,8.93270375953288,8.99312732080659,8.91643451385492
"SVE_0474600",4.25112544710863,4.61261854034883,3.60994178942665,4.14872577865476,4.0050420533162,3.83236909621636
"SVE_0474700",2.07755300129032,2.24897285606648,2.04226187739666,1.14951502506316,1.60663983133952,1.56926417719079
"SVE_0474800",0.692573354383653,1.17567665832074,0.459068112896394,0.803107757990287,1.03439113086973,0.954347504075029
"SVE_0474900",2.9785304175935,2.44246645853707,2.37776233578508,2.1870521328761,2.12473491888685,2.13961289709117
"SVE_0475000",2.9846551639193,3.34850824617598,3.18025815206789,3.41991472656513,3.55969428028217,3.41345425939891
"SVE_0475100",6.68467247690528,7.40816895619981,6.72021987080416,6.23217117192083,6.52263458925878,6.47539695781937
"SVE_0475200",6.79259916212085,7.17026944783433,6.58921815264124,6.52788597504162,6.32491352489669,6.11638996289408
"SVE_0475300",2.62434511451452,3.20097923318666,2.92525099123575,2.29185850711871,1.62905393333496,2.07792194238791
"SVE_0475500",5.10415866368049,5.2072904860401,5.06819837402589,4.49717181133565,4.56735451599229,4.65604579458633
"SVE_0475600",3.59664331899649,3.91428224921573,3.71192649684587,3.64228602682566,3.71871307359803,3.48455075005894
"SVE_0475700",2.69385300566507,2.37537195751173,1.94409003374985,3.04346297065577,2.30361344626838,2.52188185299443
"SVE_0475800",1.78787733234789,1.81975768175169,2.45849157914805,0.705592821250293,0.161974689982458,-0.0998496567512833
"SVE_0475900",5.41835708345005,5.54249833603605,5.45099727556853,4.81072352462726,4.33989141590413,4.51866613789786
"SVE_0476000",3.74506905613594,3.6019603611087,3.78232071107437,3.1358009395235,3.35161656716198,3.47617049223738
"SVE_0476100",6.51676202135672,6.65104988372629,7.0635221063827,5.97298575459246,6.0801467330023,5.97439437322701
"SVE_0476200",3.1915585392859,2.77567762034508,3.18746131156072,1.78074764604308,1.06087437992704,1.96366585780631
"SVE_0476300",3.18843818290772,2.80936044174638,3.90364721834958,3.58586404516307,3.49826621662061,3.74395550666857
"SVE_0476400",2.27627915245189,1.99245165766911,2.95824642126041,1.4785782708101,1.38839455644335,1.28327181773241
"SVE_0476500",6.94122934803222,6.82626424034662,6.96018293761367,6.78011237690745,6.89174154110527,7.10395359085391
"SVE_0476600",5.7449271218649,6.3517132046732,5.505479868791,5.63817424442009,5.43904761338658,5.4319812594571
"SVE_0476700",0.250589370130026,0.739121226315623,1.25452589087435,1.58178617262475,0.865263057543918,0.980441317192174
"SVE_0476800",8.69966083482828,7.98353269382433,8.72449132856869,9.63087350763183,9.68245187744594,9.76772618416409
"SVE_0476900",-2.35029991047453,-3.67663313622784,-2.25741429460912,-3.95064682472692,-3.92224980763842,-3.98586653820236
"SVE_0477000",-2.71382631367225,-5.61461617366438,-1.71744288375472,-3.94956699497797,-2.76333602801379,-3.18669131199934
"SVE_0477100",3.75484346831114,3.97051491613427,4.00079380519392,4.30743394082697,4.47630492693278,4.47519757554254
"SVE_0477200",5.7001729270849,6.29989860362478,5.168765940392,5.16949764374269,4.87845839888154,4.56467040280636
"SVE_0477300",4.45813215296639,4.85129364298873,3.99736146242207,4.43420631295258,4.6649572290645,4.29580837380313
"SVE_0477400",2.16362661148085,2.49171809870904,2.13147887127895,1.44918143898312,0.602056131151509,0.930607730261055
"SVE_0477500",7.37488898580811,7.79937117534333,7.2913093119791,6.99715293142641,6.84339179445604,6.83566358845052
"SVE_0477600",3.49979832886032,4.12482235362073,2.78821744895744,3.91752670790278,4.76276889693729,4.84933279360213
"SVE_0477700",8.50699233040229,8.81159015020072,8.31695312557782,8.63546673003431,8.44872281118453,8.38308442137068
"SVE_0477800",2.87475533863886,3.33333570351578,2.96493234623265,2.32536673091668,2.93392988964034,2.91336204553096
"SVE_0477900",7.46060932741439,7.07648623193113,7.08020961664261,7.41921510916829,7.15561056320017,7.21442976220633
"SVE_0478000",4.09000251500044,3.65895130771238,3.78845216784286,3.63015103566753,3.05376469643148,3.21366639625547
"SVE_0478200",4.31475046661077,4.14666521980559,4.29120274991648,4.03812528463428,3.93887299606738,4.24200520806368
"SVE_0478300",2.54886642506164,3.03924606580866,1.98260038292335,2.28528662671049,2.309188138183,2.31503525567413
"SVE_0478400",4.83650792169177,4.93851398817076,4.11548824661832,4.38787146248136,4.36047631663706,4.16628920792256
"SVE_0478500",-3.77555815182637,-5.61460836086507,-3.71422479241589,-1.32768387777674,-1.11923044751031,-1.40489798153271
"SVE_0478600",0.0583175735985668,-0.146552705911291,-0.210427317565108,0.906548520424042,0.783796097437129,0.941299439826666
"SVE_0478700",4.33857869833977,2.98475946663158,4.63424434598688,3.86408808076185,3.37589014272389,3.02961102574085
"SVE_0478800",5.34292340327606,5.1903934803772,5.36251482905119,3.35286087356981,3.32146342766,3.3674848857957
"SVE_0478900",9.68724962521259,9.50766357586042,9.36257847737828,10.2583381907686,10.7147764977869,10.7554466145707
"SVE_0479000",1.56675173634733,0.959900638855597,1.32307087439222,0.459076321796462,0.706360068373997,0.443177349490136
"SVE_0479100",5.0265490291734,5.70840739161745,4.93615806855081,5.5364129060743,5.22919700908904,5.04209640127419
"SVE_0479200",3.17470760541328,3.36066994325052,3.35028464036067,2.48066877855945,2.96721618422502,2.64118247276653
"SVE_0479300",-0.849084461266276,0.260165059529002,1.26488695938704,-0.388376033511972,-0.00861759700599188,-1.75831174049084
"SVE_0479400",7.00406809699882,6.9940386537322,7.19807607015597,8.21964744072264,8.75473408949561,8.68468041813914
"SVE_0479500",3.04228709281344,3.59993011805216,3.12761078346031,3.11070587617839,3.2252352074729,3.26069104413907
"SVE_0479600",8.46195291676884,9.14722530207695,6.98098158885617,6.52128636540431,6.54182536631235,6.19191214379023
"SVE_0479700",1.30034491482915,1.60305333440067,1.23793632850041,0.772364919257709,1.96179852480781,0.616921123305596
"SVE_0479800",6.4837592983707,6.6780533652382,6.57626643539226,6.13632224345017,5.51392430600605,5.68300475276529
"SVE_0479900",3.3039915872356,3.69801829529959,3.656987329623,2.67448474347113,2.99548931065433,2.80738065479484
