"","geneID","FLM-ERR225783","iL3-ERR225784","PF-ERR299168","PF-ERR299169","PF-ERR299170","FLF-ERR299171","FLF-ERR299172","FLF-ERR299173","PF-ERR299174","PF-ERR299175","PF-ERR299176","FLF-ERR299177","FLF-ERR299178","FLF-ERR299179"
"54","SRAE_0000054500",0.0352738985635827,0.185159426501237,0.0298760192165787,0,0.066997442982372,0,0.0290618467900265,0,0.0299580488023229,0.101637463539372,0,0,0,0
"55","SRAE_0000054600",0,0,0.0295851085020808,0,0.0661333085150426,0,0.0577085169168362,0,0,0.0507354814192016,0.0332036501098909,0,0,0
"56","SRAE_0000054800",0,0,0,0,0,0,0,0.0520047737173768,0,0,0,0,0,0
"57","SRAE_0000054900",0,0.258174262804028,0.0261435935775392,0,0,0,0,0,0,0.0443336202758007,0.0292427704708171,0,0,0
"58","SRAE_0000055200",0,0,0.0592200019223398,0,0.0331795153053471,0,0.0864328060050949,0.208587609247479,0.0296926474069576,0,0,0.182273573233147,0.115472208509832,0.20941306736548
"59","SRAE_0000055400",0,0,0.0297236157247677,0.0503056615756538,0.0332565054138663,0,0.0289450259709703,0,0,0,0,0.0455216083235993,0,0
"60","SRAE_0000058200",0,0,0.029147908165242,0,0,0.0438882216896817,0.0282358320656776,0,0,0,0,0,0,0.0564123877548377
"61","SRAE_0000058400",0,0.239395868014739,0.0964553611382104,0,0.0377470664718442,0,0,0,0.0320005230041314,0,0.0370210876079687,0,0,0
"62","SRAE_0000058700",0.137944573101176,0,0.0347752820020706,0,0,0.0526683245851989,0,0,0.106919162257639,0,0.0389043858785821,0,0,0
"63","SRAE_0000058800",0,0,0.0296609604769461,0.049967326569861,0.0329694075471539,0,0.0289910809945497,0,0,0.100605292583097,0,0,0.0289380281796723,0
"64","SRAE_0000058900",0,0,0,0.0500096723459166,0,0,0,0,0.0297175698083249,0,0,0,0.0288942195418514,0
"65","SRAE_0000059300",0,0,0.0895624794618189,0.101603021370561,0,0,0,0,0.0604817808929508,0.204704347379327,0,0.0426746936041001,0.029498329080348,0
"66","SRAE_0000059500",0,0,0,0,0,0,0,0,0,0,0,0,0.02882171147122,0
"67","SRAE_0000059600",0,0,0.0296485198250508,0.0499532534652952,0,0,0,0,0,0,0,0,0.0289327544381573,0
"68","SRAE_0000059700",0,0,0,0,0,0,0,0,0,0,0.0334017887965016,0,0,0
"69","SRAE_0000059900",0,0,0.0295005546294399,0,0,0,0.0287267486305499,0,0,0,0,0,0,0.0522211770999327
"70","SRAE_0000060000",0,0,0,0,0.0332436626887212,0,0,0.0522205952238919,0,0,0,0.045692800629088,0,0.104833492219722
"71","SRAE_0000060100",0,0,0.0296831358429308,0,0.0664941035012306,0.0454930905976877,0.0577757934386577,0.0522803286172372,0.0595302036479052,0,0,0.182474821937728,0.0578800416903878,0
"72","SRAE_0000060200",0.0344883948864695,0,0,0,0,0.0466275478094981,0.0592535964451855,0.0536158532635999,0,0,0,0.0935122388498245,0.0296767965000136,0.161527021368813
"73","SRAE_0000060300",0,0,0.0594122520641331,0.0502413631141573,0,0.0452137076170152,0.0289430188491947,0.157119776986341,0,0,0,0.045326854539333,0.0289712524176662,0.0526384657328428
"74","SRAE_0000060400",0,0,0,0,0,0,0,0.0520047205653615,0,0,0,0,0,0
"75","SRAE_0000060500",0,0,0,0.0505604034574144,0,0.135768548874387,0,0,0.0300395527101655,0,0,0.0453636452728832,0.0292086177941064,0
"76","SRAE_0000060600",0,0,0.0295742724617297,0.100400405350477,0,0,0.0574536166111934,0.104033404372332,0,0,0,0,0.0288189986117264,0.0521400300624715
"77","SRAE_0000060700",0,0,0.0293975408857546,0,0.0334921467958091,0,0,0,0,0,0,0,0,0
"78","SRAE_0000060800",0,0,0.0293829516158104,0,0.0338967261184288,0,0,0,0.0288547201090155,0.053037192995463,0.0334920027017068,0,0.0277495209141371,0
"79","SRAE_0000060900",0.641991233741264,0,0,0,0,0,0,0.0560163973459124,0,0.052921967270556,0,0.044078547611841,0.0613914730767521,0.0570303690050012
"80","SRAE_0000060950",0.375219353554446,0,0.0928943252743529,0,0.138003546010004,0,0,0.0561421694388886,0.031494507329234,0.0532283485412624,0.0349218152272563,0,0.0610258085617576,0.0569473364137007
"81","SRAE_0000061000",0,0,0,0,0,0,0,0,0.0296475391886591,0,0,0,0,0
"82","SRAE_0000061100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","SRAE_0000061200",0,0,0.0286392104816924,0.106014948970437,0,0,0,0,0,0.0560267926302389,0.0325759772587075,0,0.0261295253413849,0
"84","SRAE_0000061300",0,0,0.0592169125341636,0.100526629089977,0,0.0458722901476036,0.0287568523184815,0,0,0,0,0,0,0
"85","SRAE_0000061400",0,0,0.0296443512343342,0,0.0331217565861957,0,0,0,0.0297294367866005,0,0,0,0,0
"86","SRAE_0000061500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","SRAE_0000061600",0.0380616214997879,0,0,0,0.0335910552406364,0.0462688868483388,0.0290491021516181,0,0.119891217711115,0,0.0674204282598649,0,0,0
"88","SRAE_0000061700",0,0,0,0,0,0,0,0,0.0310350882046985,0,0,0,0.0275413166143703,0
"89","SRAE_0000061800",0,0,0,0.0537487501331315,0.0344137267539512,0,0,0,0,0,0.0327761850832584,0,0.0266049418897804,0
"90","SRAE_0000061900",0,0,0,0,0,0.0885852692902369,0,0,0,0.0522880395623317,0,0,0,0
"91","SRAE_0000062100",0,0.175563065792003,0.029439189796944,0.0999190771973824,0,0,0.0286023742742883,0.0517884622355439,0,0,0,0,0.057379032507318,0.0519217737775556
"92","SRAE_0000062150",0,0.13739085168837,0,0,0,0,0,0,0,0,0.0836752960160207,0,0,0
"93","SRAE_0000062200",0,0.267660178670125,0,0.0468749002726073,0.0306474331673924,0,0,0,0.0838128328402954,0.0469552259253596,0,0.0408080663803993,0,0
"94","SRAE_0000062300",0,0,0,0,0,0,0,0,0,0.050353477978145,0,0,0,0
"95","SRAE_0000062700",0,0.723717402542368,0.0559094297268551,0,0,0,0,0,0,0,0,0,0,0
"96","SRAE_0000063300",0.626078476238273,0,0.0152334059170716,0,0.0341560919175501,0,0,0,0,0,0.0342728453752369,0,0.0148511995872818,0
"97","SRAE_0000063800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","SRAE_0000063900",0,0,0,0,0.0330942524145055,0,0,0,0,0,0,0,0.0306101862707497,0
"99","SRAE_0000064000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","SRAE_0000064200",0,0,0.0295844290814459,0,0,0,0,0,0,0,0,0,0,0
"101","SRAE_0000064300",0,0.52107568066909,0.0270077458871528,0.0912548274804129,0.0298318098827213,0,0,0,0,0,0,0,0.0263435550685606,0
"102","SRAE_0000064400",0,0.182657806325606,0,0.0496104460277944,0,0.0449734334708402,0.0569648948107605,0,0,0,0,0.0450941381501566,0,0
"103","SRAE_0000064600",0.177806527449962,0,0.0574098268751571,0,0,0.0971784796774529,0,0,0.0325431581656213,0,0.0361523374372373,0,0,0
"104","SRAE_0000064700",0,0,0.00670843616720366,0,0,0,0,0,0,0,0.0337347448046616,0,0,0
"105","SRAE_0000064900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","SRAE_0000065100",0.630050880618372,0,0.0153300603313111,0,0,0,0,0,0,0,0.0344903031001934,0,0.0149454289411556,0
"107","SRAE_0000065200",0,0.0058687401200158,0.0219113532960604,0,0.00658518651379799,0,0,0,0.142752664165325,0.0479919895903223,0,0,0,0
"108","SRAE_0000065300",0.560658918261638,0,0,0,0,0,0,0,0,0,0,0.0621659513287681,0.0694565800388645,0
"109","SRAE_0000065400",0,0.141302851703489,0,0,0,0,0,0,0.0360451153247541,0,0,0,0,0
"110","SRAE_0000065600",0.0360584776566855,0,0.0299739632386729,0.0508267448611958,0.0336294207777353,0,0,0,0.090168936868037,0.0509901382733239,0.0674823691635074,0.0925811550669859,0.0292205831126366,0.0529371937490222
"111","SRAE_0000065700",0,0,0,0,0,0,0,0.0520047767765736,0,0,0,0,0,0
"112","SRAE_0000065800",0,0,0.0303204604911736,0,0,0,0.0293928013773192,0,0,0,0,0.0429163666223564,0.0591013648781175,0
"113","SRAE_0000065900",0,0,0.0592381908466038,0.0501220953763878,0,0,0.0576928949528522,0,0.0297046102878232,0,0.0664684439706305,0,0,0
"114","SRAE_0000066000",0,0,0.0286447515846194,0,0.0345619908072505,0,0,0.0517328683319814,0,0,0,0,0,0
"115","SRAE_0000066050",0,0.127135805538562,0,0,0,0,0,0.0609650353030208,0.0345173516646329,0,0,0,0,0
"116","SRAE_0000066200",0,0,0,0,0,0.0912090204334761,0,0,0.0298219885644299,0.0505666010463883,0.0334257548853494,0.045726140422346,0.0579906620912143,0
"117","SRAE_0000066400",0,0,0,0,0.0345360268788056,0,0.0595033041039135,0,0,0,0,0.0429254776814863,0,0
"118","SRAE_0000066500",0,0,0,0,0,0,0,0,0,0,0,0,0.0288217530276423,0
"119","SRAE_0000066800",0.0368187246404201,0,0.0598970428739477,0.0508006377925122,0,0.0924174561423657,0.203776797188541,0.0527031551889508,0,0,0.0337310915401788,0.277983300916695,0.145951811481346,0
"120","SRAE_0000066900",0,0,0,0,0,0.09156107465721,0.20139123279326,0.104182989787876,0.0296816361060918,0.0503805382687254,0,0.091806921120461,0.173140545557323,0.10445721333918
"121","SRAE_0000067000",0,0.241874374691682,0.0468051722444146,0,0,0,0,0,0,0,0,0,0.0712546358363296,0
"122","SRAE_0000067100",0,0,0.0296122122424922,0,0.0663994067729827,0,0,0.0521390440351339,0.0296940599661586,0,0.0333132796706513,0,0,0
"123","SRAE_0000067200",0,0,0.0296750627390713,0,0.0660664661574577,0,0,0.0524344332957631,0.0595817165847907,0.0503723423780946,0.0662074174057274,0,0,0
"124","SRAE_0000067300",0.154590076255417,0,0.0343210963505699,0.0612954215174705,0,0.101667280097527,0,0,0,0,0.0395188931875365,0.100904198835361,0,0
"125","SRAE_0000067850",0.103393713080589,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","SRAE_0000068000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","SRAE_0000068300",0,0,0,0,0,0.0457773046543895,0.0575636654001865,0.0521115137721655,0,0.100791018185612,0.0333789410851918,0,0,0
"128","SRAE_0000068400",0.277159366953278,0,0.0144420125037551,0,0,0.0208365588975157,0,0.0266532158175647,0,0,0,0,0.0285524415702662,0.0544277586769312
"129","SRAE_0000068500",0.0330753914019788,0,0.0153129288000635,0.0259082142974111,0,0.186806538237056,0.0149160502378695,0.0539809540044469,0,0,0.0171776004027492,0.156051141688007,0,0
"130","SRAE_0000068600",0,0.114404685380392,0.0930909026800535,0.0554125055662485,0.106539488185948,0.046541336990321,0.0602064380161512,0,0.0308559136049389,0.117961453318624,0.10561293119828,0,0.0278024133031883,0
"131","SRAE_0000069000",0,0.170883231453921,0,0,0,0,0,0,0,0,0,0,0,0
"132","SRAE_0000069200",0.0385556283286613,0,0.0297051422715643,0.0504301944314367,0.0667718771250271,0.0920728557129952,0.0576978135775687,0,0.0595460810313641,0,0.0335055008013874,0.0461626509047351,0.0289446189881832,0.0523560982472111
"133","SRAE_0000069300",0.73878091206326,0,0,0,0,0,0,0,0,0,0,0.0464045245530366,0.0290876182245989,0.0526106275948436
"134","SRAE_0000069400",0,0,0,0,0,0.182765124877864,0,0.0522021039161456,0,0,0.0333866303308046,0,0.0867323482407921,0
"135","SRAE_0000070000",0,0,0,0.0513450801835617,0.033211371991045,0,0.0280313945814882,0,0,0.0537658695232046,0,0.0419315090032441,0,0.0540920065763968
"136","SRAE_0000070100",0,0,0,0.10057993949069,0,0.0888891523469237,0.0584875517982654,0.0528783588022299,0,0,0.0332610385874317,0.0892194285285842,0.0583439009116736,0.053403125425014
"137","SRAE_0000070200",0,0.409024857045755,0,0,0,0,0.0278545230570686,0,0,0,0.0318573554797952,0.0430749365546489,0,0.0507215276920229
"138","SRAE_0000070300",0,0,0.0875918420709968,0,0.199723947818327,0,0,0.0533234089874527,0.057626080697718,0.0506845431441536,0.0674957824664506,0,0,0
"139","SRAE_0000070400",0,0,0.0286045166134297,0.0499166404458722,0,0,0,0,0,0,0,0,0,0.0542593584397136
"140","SRAE_0000070600",0.0353153989683705,0.188520003091143,0.0298613419578982,0.101168003105845,0,0,0.0290606190418738,0.052591238669259,0.0299446450817589,0.0507745792355059,0,0,0.0291146955900635,0
"141","SRAE_0000070700",0,0,0,0,0,0,0,0,0.0296475517497255,0,0,0,0,0
"142","SRAE_0000070800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","SRAE_0000070900",0,0,0.0290949588387198,0,0.0339664830921284,0,0,0,0,0,0.0332802057129023,0,0,0
"144","SRAE_0000071000",0,0,0,0,0,0,0,0,0.029647475566755,0,0,0,0,0
"145","SRAE_0000071210",0,0,0,0,0,0,0,0,0,0,0.0332568458266811,0,0,0.0523215721372806
